match,teamInnings,battingPos,batsmanName,dismissal,runs,balls,4s,6s,SR,out/not_out,match_id
Namibia Vs Australia,Australia,3,Mitchell Marsh,not out,18,9,3,1,200,not_out,T20I # 2666
Sri Lanka Vs Netherlands,Sri Lanka,1,Pathum Nissanka,c Engelbrecht b Kingma,0,2,0,0,0,out,T20I # 2699
Sri Lanka Vs Netherlands,Sri Lanka,2,Kusal Mendis,c Engelbrecht b Dutt,46,29,5,0,158.62,out,T20I # 2699
Sri Lanka Vs Netherlands,Sri Lanka,3,Kamindu Mendis,c van Beek b van Meekeren,17,20,1,1,85,out,T20I # 2699
Sri Lanka Vs Netherlands,Sri Lanka,4,Dhananjaya de Silva,c de Leede b Pringle,34,26,3,1,130.76,out,T20I # 2699
Sri Lanka Vs Netherlands,Sri Lanka,5,Charith Asalanka,c de Leede b van Beek,46,21,1,5,219.04,out,T20I # 2699
Sri Lanka Vs Netherlands,Sri Lanka,6,Angelo Mathews,not out,30,15,1,2,200,not_out,T20I # 2699
Sri Lanka Vs Netherlands,Sri Lanka,7,Dasun Shanaka,c â€ Edwards b van Beek,0,1,0,0,0,out,T20I # 2699
Sri Lanka Vs Netherlands,Sri Lanka,8,Wanindu Hasaranga,not out,20,6,1,2,333.33,not_out,T20I # 2699
Sri Lanka Vs Netherlands,Netherlands,1,Michael Levitt,st â€ BKG Mendis b Theekshana,31,23,2,3,134.78,out,T20I # 2699
Sri Lanka Vs Netherlands,Netherlands,2,Max O'Dowd,c PHKD Mendis b Thushara,11,8,0,1,137.5,out,T20I # 2699
Sri Lanka Vs Netherlands,Netherlands,3,Vikramjit Singh,c PHKD Mendis b Shanaka,7,10,0,0,70,out,T20I # 2699
Sri Lanka Vs Netherlands,Netherlands,4,Sybrand Engelbrecht,c Asalanka b Pathirana,11,9,0,1,122.22,out,T20I # 2699
Sri Lanka Vs Netherlands,Netherlands,5,Scott Edwards,c Theekshana b Thushara,31,24,2,1,129.16,out,T20I # 2699
Sri Lanka Vs Netherlands,Netherlands,6,Bas de Leede,c Asalanka b Hasaranga,3,5,0,0,60,out,T20I # 2699
Sri Lanka Vs Netherlands,Netherlands,7,Logan van Beek,run out (â€ BKG Mendis),0,1,0,0,0,out,T20I # 2699
Sri Lanka Vs Netherlands,Netherlands,8,Tim Pringle,st â€ BKG Mendis b Hasaranga,2,4,0,0,50,out,T20I # 2699
Sri Lanka Vs Netherlands,Netherlands,9,Aryan Dutt, b Pathirana,10,8,1,0,125,out,T20I # 2699
Sri Lanka Vs Netherlands,Netherlands,10,Paul van Meekeren,lbw b Thushara,3,8,0,0,37.5,out,T20I # 2699
Sri Lanka Vs Netherlands,Netherlands,11,Vivian Kingma,not out,1,1,0,0,100,not_out,T20I # 2699
P.N.G. Vs Uganda,P.N.G.,1,Assad Vala,lbw b Ramjani,0,2,0,0,0,out,T20I # 2640
P.N.G. Vs Uganda,P.N.G.,2,Tony Ura,c Mukasa b Kyewuta,2,6,0,0,33.33,out,T20I # 2640
P.N.G. Vs Uganda,P.N.G.,3,Sese Bau,c Mukasa b Miyagi,5,9,1,0,55.55,out,T20I # 2640
P.N.G. Vs Uganda,P.N.G.,4,Lega Siaka,run out (Kyewuta/â€ Ssesazi),12,17,1,0,70.58,out,T20I # 2640
P.N.G. Vs Uganda,P.N.G.,5,Hiri Hiri,lbw b Nsubuga,15,19,2,0,78.94,out,T20I # 2640
P.N.G. Vs Uganda,P.N.G.,6,Charles Amini, b Nsubuga,5,14,0,0,35.71,out,T20I # 2640
P.N.G. Vs Uganda,P.N.G.,7,Kiplin Doriga,lbw b Ramjani,12,20,0,1,60,out,T20I # 2640
P.N.G. Vs Uganda,P.N.G.,8,Chad Soper, b Masaba,4,11,0,0,36.36,out,T20I # 2640
P.N.G. Vs Uganda,P.N.G.,9,Norman Vanua,c â€ Ssesazi b Kyewuta,5,10,0,0,50,out,T20I # 2640
P.N.G. Vs Uganda,P.N.G.,10,Alei Nao, b Miyagi,5,6,0,0,83.33,out,T20I # 2640
P.N.G. Vs Uganda,P.N.G.,11,John Kariko,not out,0,2,0,0,0,not_out,T20I # 2640
P.N.G. Vs Uganda,Uganda,1,Roger Mukasa,lbw b Nao,0,3,0,0,0,out,T20I # 2640
P.N.G. Vs Uganda,Uganda,2,Simon Ssesazi,lbw b Nao,1,3,0,0,33.33,out,T20I # 2640
P.N.G. Vs Uganda,Uganda,3,Robinson Obuya,c Vala b Vanua,1,2,0,0,50,out,T20I # 2640
P.N.G. Vs Uganda,Uganda,4,Riazat Ali Shah,c Kariko b Vanua,33,56,1,0,58.92,out,T20I # 2640
P.N.G. Vs Uganda,Uganda,5,Alpesh Ramjani, b Soper,8,10,1,0,80,out,T20I # 2640
P.N.G. Vs Uganda,Uganda,6,Dinesh Nakrani,c & b Vala,0,3,0,0,0,out,T20I # 2640
P.N.G. Vs Uganda,Uganda,7,Juma Miyagi,run out (Vanua/Nao),13,16,0,0,81.25,out,T20I # 2640
P.N.G. Vs Uganda,Uganda,8,Kenneth Waiswa,not out,7,16,0,0,43.75,not_out,T20I # 2640
P.N.G. Vs Uganda,Uganda,9,Brian Masaba,not out,0,1,0,0,0,not_out,T20I # 2640
Ireland Vs India,Ireland,1,Andy Balbirnie, b Arshdeep Singh,5,10,1,0,50,out,T20I # 2639
Ireland Vs India,Ireland,2,Paul Stirling,c â€ Pant b Arshdeep Singh,2,6,0,0,33.33,out,T20I # 2639
Ireland Vs India,Ireland,3,Lorcan Tucker, b Pandya,10,13,2,0,76.92,out,T20I # 2639
Ireland Vs India,Ireland,4,Harry Tector,c Kohli b Bumrah,4,16,0,0,25,out,T20I # 2639
Ireland Vs India,Ireland,5,Curtis Campher,c â€ Pant b Pandya,12,8,1,1,150,out,T20I # 2639
Ireland Vs India,Ireland,6,George Dockrell,c Bumrah b Mohammed Siraj,3,5,0,0,60,out,T20I # 2639
Ireland Vs India,Ireland,7,Gareth Delany,run out (Mohammed Siraj/â€ Pant),26,14,2,2,185.71,out,T20I # 2639
Ireland Vs India,Ireland,8,Mark Adair,c Dube b Pandya,3,2,0,0,150,out,T20I # 2639
Ireland Vs India,Ireland,9,Barry McCarthy,c & b Patel,0,6,0,0,0,out,T20I # 2639
Ireland Vs India,Ireland,10,Josh Little, b Bumrah,14,13,2,0,107.69,out,T20I # 2639
Ireland Vs India,Ireland,11,Ben White,not out,2,4,0,0,50,not_out,T20I # 2639
Ireland Vs India,India,1,Rohit Sharma,not out,52,37,4,3,140.54,not_out,T20I # 2639
Ireland Vs India,India,2,Virat Kohli,c White b Adair,1,5,0,0,20,out,T20I # 2639
Ireland Vs India,India,3,Rishabh Pant,not out,36,26,3,2,138.46,not_out,T20I # 2639
Ireland Vs India,India,4,Suryakumar Yadav,c Dockrell b White,2,4,0,0,50,out,T20I # 2639
Ireland Vs India,India,5,Shivam Dube,not out,0,2,0,0,0,not_out,T20I # 2639
U.S.A. Vs West Indies,U.S.A.,1,Steven Taylor,c Chase b Russell,2,7,0,0,28.57,out,T20I # 2713
U.S.A. Vs West Indies,U.S.A.,2,Andries Gous,c Hope b Joseph,29,16,3,1,181.25,out,T20I # 2713
U.S.A. Vs West Indies,U.S.A.,3,Nitish Kumar,lbw b Motie,20,19,2,0,105.26,out,T20I # 2713
U.S.A. Vs West Indies,U.S.A.,4,Aaron Jones, b Chase,11,11,0,1,100,out,T20I # 2713
U.S.A. Vs West Indies,U.S.A.,5,Corey Anderson,lbw b Chase,7,15,0,0,46.66,out,T20I # 2713
U.S.A. Vs West Indies,U.S.A.,6,Milind Kumar,run out (Motie/Russell),19,21,1,0,90.47,out,T20I # 2713
U.S.A. Vs West Indies,U.S.A.,7,Harmeet Singh,c Charles b Chase,0,1,0,0,0,out,T20I # 2713
U.S.A. Vs West Indies,U.S.A.,8,Shadley van Schalkwyk,c Charles b Russell,18,17,3,0,105.88,out,T20I # 2713
U.S.A. Vs West Indies,U.S.A.,9,Nosthush Kenjige,c â€ Pooran b Joseph,1,3,0,0,33.33,out,T20I # 2713
U.S.A. Vs West Indies,U.S.A.,10,Ali Khan,not out,14,6,1,1,233.33,not_out,T20I # 2713
U.S.A. Vs West Indies,U.S.A.,11,Saurabh Netravalkar,c Powell b Russell,0,4,0,0,0,out,T20I # 2713
U.S.A. Vs West Indies,West Indies,1,Shai Hope,not out,82,39,4,8,210.25,not_out,T20I # 2713
U.S.A. Vs West Indies,West Indies,2,Johnson Charles,c Milind Kumar b Harmeet Singh,15,14,2,0,107.14,out,T20I # 2713
U.S.A. Vs West Indies,West Indies,3,Nicholas Pooran,not out,27,12,1,3,225,not_out,T20I # 2713
South Africa Vs Bangladesh,South Africa,1,Quinton de Kock, b Tanzim Hasan Sakib,18,11,1,2,163.63,out,T20I # 2664
South Africa Vs Bangladesh,South Africa,2,Reeza Hendricks,lbw b Tanzim Hasan Sakib,0,1,0,0,0,out,T20I # 2664
South Africa Vs Bangladesh,South Africa,3,Aiden Markram, b Taskin Ahmed,4,8,1,0,50,out,T20I # 2664
South Africa Vs Bangladesh,South Africa,4,Tristan Stubbs,c Shakib Al Hasan b Tanzim Hasan Sakib,0,5,0,0,0,out,T20I # 2664
South Africa Vs Bangladesh,South Africa,5,Heinrich Klaasen, b Taskin Ahmed,46,44,2,3,104.54,out,T20I # 2664
South Africa Vs Bangladesh,South Africa,6,David Miller, b Rishad Hossain,29,38,1,1,76.31,out,T20I # 2664
South Africa Vs Bangladesh,South Africa,7,Marco Jansen,not out,5,5,0,0,100,not_out,T20I # 2664
South Africa Vs Bangladesh,South Africa,8,Keshav Maharaj,not out,4,8,0,0,50,not_out,T20I # 2664
South Africa Vs Bangladesh,Bangladesh,1,Tanzid Hasan,c â€ de Kock b Rabada,9,9,2,0,100,out,T20I # 2664
South Africa Vs Bangladesh,Bangladesh,2,Najmul Hossain Shanto,c Markram b Nortje,14,23,0,1,60.86,out,T20I # 2664
South Africa Vs Bangladesh,Bangladesh,3,Litton Das,c Miller b Maharaj,9,13,1,0,69.23,out,T20I # 2664
South Africa Vs Bangladesh,Bangladesh,4,Shakib Al Hasan,c Markram b Nortje,3,4,0,0,75,out,T20I # 2664
South Africa Vs Bangladesh,Bangladesh,5,Towhid Hridoy,lbw b Rabada,37,34,2,2,108.82,out,T20I # 2664
South Africa Vs Bangladesh,Bangladesh,6,Mahmudullah,c Markram b Maharaj,20,27,2,0,74.07,out,T20I # 2664
South Africa Vs Bangladesh,Bangladesh,7,Jaker Ali,c Markram b Maharaj,8,9,0,0,88.88,out,T20I # 2664
South Africa Vs Bangladesh,Bangladesh,8,Rishad Hossain,not out,0,1,0,0,0,not_out,T20I # 2664
South Africa Vs Bangladesh,Bangladesh,9,Taskin Ahmed,not out,1,1,0,0,100,not_out,T20I # 2664
